1105749;0;;;474.3;;2019-03-09 23:06:41;8003437208904;KDSCM82142;Sur commande;1
1124593;0;;;85.23;;2019-03-09 23:06:41;2900000004726;NVR2104P4KS2;;1
1123308;14;;;46.24;;2019-03-09 23:06:41;3416879747972;TVV410;;1
99409;2;;;220.5;;2019-03-09 23:06:41;4020684590587;518882;;1
880;0;;;80.4;;2019-03-09 23:06:41;5420037669615;M961;;1
98035;2;;;279.0;26606;2019-03-09 23:06:41;4016803026037;CTP210;;1
49029;0;;;280.23;;2019-03-09 23:06:41;3608500162562;AL243AS;;1
1011664;3;;;261.76;;2019-03-09 23:06:41;3563880091140;GGCIL2AA;;1
1022409;2;;;101.18;;2019-03-09 23:06:41;3700342421163;YY2501FD;;1
10659;1;;;1786.95;;2019-03-09 23:06:41;3596150144079;240153N;;1
1005227;0;;;24.3;;2019-03-09 23:06:41;9876540002863;TSHIRTFNLBB;;1
96272;2;;;74.13;;2019-03-09 23:06:41;3016661142079;FS520E;;1
1001435;2;;;48.46;;2019-03-09 23:06:41;8021098773357;FS5100WH;;1
1116928;0;;;237.6;;2019-03-09 23:06:41;3260449041997;AO5016;Sur commande;1
118433;6;;;30.43;;2019-03-09 23:06:41;4210201048640;3170NSOLO;;1
1041644;0;;;18.0;;2019-03-09 23:06:41;4013833015413;GSB710B;;1
1117244;0;;;625.5;;2019-03-09 23:06:41;4242003828779;WD14H464FF;;1
1109251;43;;;432.9;1041591;2019-03-09 23:06:41;8801643168063;UE49NU7105KXXC;;1
1051050;5;;;385.7;;2019-03-09 23:06:41;3000000128848;AZUR;;1
1001271;0;;;27.85;;2019-03-09 23:06:41;4007754159219;MS40SW;;1
1036440;3;;;128.58;;2019-03-09 23:06:41;3485619900458;CZ45BGRML;;1
1011757;16;;;218.7;;2019-03-09 23:06:41;8007842867701;DISR57M19CAEU;;1
120672;2;;;2535.55;;2019-03-09 23:06:41;8436541907669;20766/2;;1
1050072;1;;;30.6;;2019-03-09 23:06:41;7612981952136;5403019;;1
1101777;0;;;316.8;1035205;2019-03-09 23:06:41;8017709253646;KS905SXE2;Sur commande;1
1050417;0;;;11.92;;2019-03-09 23:06:41;8425988236791;AM296;;1
1033454;0;;;401.4;;2019-03-09 23:06:41;4242003715918;ED651FJB1E;Sur commande;1
1042429;6;;;343.8;1018384;2019-03-09 23:06:41;4242002996974;SMI46AS01E;;1
109782;0;;;189.0;;2019-03-09 23:06:41;5060059048052;WHD200;;1
91064;5;;;387.9;54089;2019-03-09 23:06:41;4242002690186;KUR15A60;;1
1043072;0;;;268.2;1009387;2019-03-09 23:06:41;3660767962071;VH1772X;;1
99623;0;;;15.42;;2019-03-09 23:06:41;8425988230591;AM362;;1
96466;0;;;21.94;89206;2019-03-09 23:06:41;4242002742274;MMR08R2;;1
1123769;21;;;1041.3;1053397;2019-03-09 23:06:41;8718863015285;55OLED803;;1
1068944;0;;;32.0;;2019-03-09 23:06:41;3513140003147;6416222;;1
92216;0;;;35.42;;2019-03-09 23:06:41;4010056134303;OA38I;;1
1100731;0;;;199.0;;2019-03-09 23:06:41;5420037652983;K299OPE;;1
1034835;20;;;345.6;1018744;2019-03-09 23:06:41;8003437204296;WKCIO3T123PEF;;1
1005307;0;;;24.0;;2019-03-09 23:06:41;9876540002689;VESTESMBXLPC;;1
1041835;0;;;1576.8;;2019-03-09 23:06:41;9005382189337;EWTGB1683;Sur commande;1
99820;0;;;173.7;;2019-03-09 23:06:41;4242006233136;VVK26R33C0;Sur commande;1
103668;0;;;108.89;;2019-03-09 23:06:41;3700596303468;CFTPJM;;1
1040725;0;;;741.6;;2019-03-09 23:06:41;3260449041645;LBN340;;1
1069082;0;;;1649.7;;2019-03-09 23:06:41;5028683117469;CLA90ECCRC-EU;Sur commande;1
1137250;0;;;361.95;1118854;2019-03-09 23:06:41;3046171904348;SNOWAIR9H;;1
1046108;0;;;774.0;;2019-03-09 23:06:41;8003437042157;KCFMA60150R;Sur commande;1
1101561;43;;;8.24;;2019-03-09 23:06:41;3046171902504;ACSACPF2324L;;1
1068583;0;;;611.8;;2019-03-09 23:06:41;3244330110221;C077AH-06-A;;1
